trackNum,time,dfOrig.x,dfOrig.y
61,2017-08-22T18:41:00Z,-74.71710709923217,35.562177832313274
62,2017-08-22T18:41:00Z,-74.74312567254547,35.541856814381745
63,2017-08-22T18:41:00Z,-74.70513689367637,35.60260375209357
64,2017-08-22T18:41:00Z,-74.77387146288473,35.56007764658688
65,2017-08-22T18:41:00Z,-74.76655375410641,35.57895642311906
66,2017-08-22T18:41:00Z,-74.73570548433736,35.48806804405338
67,2017-08-22T18:41:00Z,-74.64179226627355,35.525952848217315
68,2017-08-22T18:41:00Z,-74.66501078954242,35.605551604006514
69,2017-08-22T18:41:00Z,-74.85765787297358,35.553834169431255
70,2017-08-22T18:41:00Z,-74.76344119582184,35.58971284209033
71,2017-08-22T18:41:00Z,-74.64941292068896,35.583324348789404
72,2017-08-22T18:41:00Z,-74.66499733285487,35.54162608600084
73,2017-08-22T18:41:00Z,-74.85756218662135,35.46360835583867
74,2017-08-22T18:41:00Z,-74.65961408385533,35.7012008371718
75,2017-08-22T18:41:00Z,-74.73578489906801,35.49320447439466
76,2017-08-22T18:41:00Z,-74.7543113036669,35.505577138624496
77,2017-08-22T18:41:00Z,-74.73979794542585,35.545842396781865
78,2017-08-22T18:41:00Z,-74.72367169499682,35.578403077224536
79,2017-08-22T18:41:00Z,-74.79817499007599,35.543611123931996
80,2017-08-22T18:41:00Z,-74.73618537463351,35.42252608550385
81,2017-08-22T18:41:00Z,-74.7720192798966,35.51126939085617
82,2017-08-22T18:41:00Z,-74.84325404322074,35.48433182845517
83,2017-08-22T18:41:00Z,-74.6843555037635,35.50808809959672
84,2017-08-22T18:41:00Z,-74.7861669173725,35.56085538592919
85,2017-08-22T18:41:00Z,-74.71944289436284,35.49818225828176
86,2017-08-22T18:41:00Z,-74.59428526763797,35.646108441955825
87,2017-08-22T18:41:00Z,-74.74950713001584,35.50445111652923
88,2017-08-22T18:41:00Z,-74.80447589704137,35.50664924603586
89,2017-08-22T18:41:00Z,-74.76109485960413,35.3951298365677
90,2017-08-22T18:41:00Z,-74.7776511959576,35.5038925862492
91,2017-08-22T18:41:00Z,-74.8108097664084,35.50094804210055
92,2017-08-22T18:41:00Z,-74.77828842058435,35.488756075420966
93,2017-08-22T18:41:00Z,-74.66706555232899,35.53285677657497
94,2017-08-22T18:41:00Z,-74.78531400772694,35.53811122869229
95,2017-08-22T18:41:00Z,-74.81876727410791,35.600437285712935
96,2017-08-22T18:41:00Z,-74.82203659320191,35.52428521277016
97,2017-08-22T18:41:00Z,-74.69938567133059,35.52383293203026
98,2017-08-22T18:41:00Z,-74.78203031595405,35.652166854436125
99,2017-08-22T18:41:00Z,-74.75217799314204,35.544981285769865
100,2017-08-22T18:41:00Z,-74.79652082368597,35.48408843720396
