trackNum,time,dfOrig.x,dfOrig.y
39,2017-08-22T18:40:00Z,-74.7826138843096,35.547919197984996
40,2017-08-22T18:40:00Z,-74.78582868989741,35.54389891142897
41,2017-08-22T18:40:00Z,-74.78373471239492,35.546914297743044
42,2017-08-22T18:40:00Z,-74.78544638579234,35.54567511303341
43,2017-08-22T18:40:00Z,-74.78287954263047,35.549827667549884
44,2017-08-22T18:40:00Z,-74.7944736303238,35.54743879733856
45,2017-08-22T18:40:00Z,-74.78366824034738,35.54764685503006
46,2017-08-22T18:40:00Z,-74.785447177325,35.547988893826385
47,2017-08-22T18:40:00Z,-74.79374235796756,35.55074225961162
48,2017-08-22T18:40:00Z,-74.789017625739,35.54524986135266
49,2017-08-22T18:40:00Z,-74.78026823352354,35.54552467787229
50,2017-08-22T18:40:00Z,-74.78155573567506,35.545579227515205
51,2017-08-22T18:40:00Z,-74.78934891084099,35.54492986726692
52,2017-08-22T18:40:00Z,-74.78057286530044,35.54967369040345
53,2017-08-22T18:40:00Z,-74.78520187822684,35.5414679920172
54,2017-08-22T18:40:00Z,-74.7888687951111,35.546132036144
55,2017-08-22T18:40:00Z,-74.79061658390785,35.55015291520672
56,2017-08-22T18:40:00Z,-74.79053283094215,35.54573490196408
57,2017-08-22T18:40:00Z,-74.79193627839597,35.55243207119422
58,2017-08-22T18:40:00Z,-74.78604308697368,35.5446441532674
59,2017-08-22T18:40:00Z,-74.79113748329803,35.55085834291487
60,2017-08-22T18:40:00Z,-74.78797702321667,35.54004437853037
61,2017-08-22T18:40:00Z,-74.79200637134082,35.54881559836204
62,2017-08-22T18:40:00Z,-74.79292965283447,35.544324414073444
63,2017-08-22T18:40:00Z,-74.78611690184752,35.55021418232624
64,2017-08-22T18:40:00Z,-74.78713797000873,35.54363253725575
65,2017-08-22T18:40:00Z,-74.79072442485081,35.54256712141096
66,2017-08-22T18:40:00Z,-74.79143178595315,35.55001017716725
67,2017-08-22T18:40:00Z,-74.78589125822543,35.54648626389203
68,2017-08-22T18:40:00Z,-74.78786378359766,35.54773928039295
69,2017-08-22T18:40:00Z,-74.78761040363806,35.54701106182563
70,2017-08-22T18:40:00Z,-74.7927201815529,35.5443336010306
71,2017-08-22T18:40:00Z,-74.79075504050405,35.55205932945296
72,2017-08-22T18:40:00Z,-74.78547037729642,35.545775980914854
73,2017-08-22T18:40:00Z,-74.7835785301074,35.548211295334866
74,2017-08-22T18:40:00Z,-74.78776646797395,35.541803051815116
75,2017-08-22T18:40:00Z,-74.78459024496772,35.543458614472975
76,2017-08-22T18:40:00Z,-74.78404729843633,35.54753337938074
77,2017-08-22T18:40:00Z,-74.78597923679747,35.5428682199179
78,2017-08-22T18:40:00Z,-74.78774467316953,35.54919291520298
79,2017-08-22T18:40:00Z,-74.79304267265483,35.54531002307671
80,2017-08-22T18:40:00Z,-74.78939175188106,35.55031629649312
81,2017-08-22T18:40:00Z,-74.78462810134721,35.54570263128346
82,2017-08-22T18:40:00Z,-74.78446462551919,35.54940647131427
83,2017-08-22T18:40:00Z,-74.78845110811018,35.55134060591556
84,2017-08-22T18:40:00Z,-74.7886971674891,35.54653845235673
85,2017-08-22T18:40:00Z,-74.78505965262397,35.55179200582645
86,2017-08-22T18:40:00Z,-74.78687898465829,35.543428725496916
87,2017-08-22T18:40:00Z,-74.78595832042129,35.547914582509854
88,2017-08-22T18:40:00Z,-74.79471876489788,35.54860083402887
89,2017-08-22T18:40:00Z,-74.78271746469815,35.55358453468907
90,2017-08-22T18:40:00Z,-74.78413144340139,35.545375652527156
91,2017-08-22T18:40:00Z,-74.78724470826351,35.54383156212052
92,2017-08-22T18:40:00Z,-74.78762841822193,35.54570804707211
93,2017-08-22T18:40:00Z,-74.78458372475954,35.55094803199746
94,2017-08-22T18:40:00Z,-74.78565307306239,35.5470579737732
95,2017-08-22T18:40:00Z,-74.7844869685734,35.54932336097698
96,2017-08-22T18:40:00Z,-74.78329586633964,35.54576116316811
97,2017-08-22T18:40:00Z,-74.78724782583456,35.547469044391356
98,2017-08-22T18:40:00Z,-74.78460017413072,35.55068886377759
99,2017-08-22T18:40:00Z,-74.7823289267054,35.54804814348555
100,2017-08-22T18:40:00Z,-74.79256761477487,35.54815967634901
